deceptive,hotel,polarity,source,text,sentiment
truthful,affinia,negative,Web,"I've been here for 4 days. Great location right off of miracle mile, near all major hotels, best shopping and theatres. Rooms very large. Hotel staff very friendly and helpful, and respond immediately. Problems: there frequently are homeless people (even during daylight) on Superior between St. Clair and Michigan Avenue (the main route you walk for or all activities, and just about everything is in walking distance from here). At night, the street on the north side of Superior is dark, and it usually smells strongly of several unpleasant odors. The street people do not approach you, although they may stare as you go by. Usually 2 or more along the way, where they sleep on the window sills of Neiman Marcus. I would not think a woman would feel safe by herself. (I am from a large city and do not have a street people phobia.) There are homeless up and down Michigan Street, but this is different as it's a lonely stretch and no open business is along either side of the street. The entire hotel needs a lot of cosmetic work, and apparently will soon undergo a major renovation. For now, expect two extremely small, warm, slow elevators with long waits serving 17 floors and warm, cramped hallways! All the walls throughout the hotel need painting, and the wallpaper is peeling in places. In the room, several electrical outlets were hanging out of the connection, the carpets were stained, the bathrooms needed new grout (some mold visible), the TV is very small (16 Inch?) and the windows very, very dirty. You won't get your room serviced unless you ask for it, sometimes more than once. The 'pub ' downstairs is run down, dark and kind of creepy. Food and room service are very expensive, as is parking ($34/day public and $38/day valet). On the plus side, the bed was very comfortable, there was ample comfortable furniture in the sitting area, plenty of space and a decent view as the hotels spans St. Clair street toward the north and south. You can see a sliver of Lake Michigan. Pool small, but clean. All in all, it was clean and quiet and provides lots of space for sitting around in the room, but I think it is overpriced, and I would not stay here again.
",8 77 171
truthful,hardrock,negative,Web,"This is a tough one to review... as the star ratings were from 1 star to 5 and had to figure out an average.... 2 is where it was. Here are my tips and props/complaints: Room: 1 Star. I had a corner suite. The room was pretty nasty actually (2703..STAY AWAY FROM IT!!!). There was a CONSTANT banging noise from above. When I first got in I thought it was the person above me bumping and grinding. After an hour, I knew even if it was someone high on speed and redbull would not be going that strong. Well, the sound continued on for 3 days. Not that I minded too much as I keep things on for white noise... but it sure would bug others. Also, there were about 10 cig burns on the carpet and sofa. In addition, it looked like someone left the iron on the sofa. Also, there is a gray furry pillow on the bed that looks like a big dead rat. I could not imagine all the DNA left on that thing either. *gags* Bathroom: Nice size but not great. The faucet was lose (really lose) and the toilet would not flush right. Service: Great. Everyone I encountered did a great job making me feel welcome. Good stuff. Food: I had meetings there, so experienced the breakfast and lunch they made. It was really good... much better than most hotels. Bar: Very cool. Good music, great service and good drinks. The scene was decent as well. Small bar, but was not cramped. So, maybe other rooms are nicer... well hell they better be. Regardless, if ONE room is like that (especially a 'suite'), I have to think others are like that as well. It is too bad though. The views are great and they actually have windows that open... big shocker for the city in general!
",0 113 143
truthful,talbott,negative,Web,"Great front desk staff, the rest of the experience was dreadful. The room service staff have to be among the most poorly trained I have ever encountered. We had to ask FOUR times for the staff not to slam the supply closet, adjacent to our room (almost in the room itself). They do these random room checks for the minibar, as if the entire budget hinged on the sale of a can of $9 peanuts. The roomservice is also equipped with walkie-talkies as loud as megaphones. If you like sleeping in on your vacation, don't stay here. Also, the hotel was under massive construction, a detail that was conveniently excluded from the website. SO we had to take the elevator with construction workers just about every time we used it. No discount because of the work and noise. I'd rather sleep in a box in the alley.
",18 51 187
truthful,talbott,negative,Web,"I can easily say this is one of the worst hotels I've stayed at the. The receptionist up front was a snooty, sarcastic teenager or post teenager. You can get better service from a waiter or waitress at a diner. The room was dirty, stains on the carpet, the showerhead was moldy and rusted, the doors of the bathroom and main door all had dents and scratches. The towels had a horrible aroma. The hotel is very narrow, so we were near a construction zone so, I would plan on waking up at 6:am if you choose the Talbott. The next day, I asked for another room and the concierge who was a decent guy moved us to a larger more comfortable room. That room though was right by the elevator and it was torture hearing the sounds of the elevator which just would never stop. I asked for late checkout at 1pm and the receptionist refused stating that we would be charged for a half day, if were not out by noon. I had to speak to the manager who gave us till 1pm. Please stay away from this hotel, I think a Holiday Inn would be better. Andrew F. Gulli
",16 72 169
truthful,talbott,negative,Web,"Any traveler who is loyal to a favorite hotel has experienced this sad truth: eventually the lodging deteriorates. But you do not expect the price to double and triple at the same time! I have been staying at the Talbott for several decades. Yes, changes have been made, like the updated heating and cooling systems and the front entrance, most recently. But other things have gone downhill. For the last several stays I have experienced very dirty carpets and slow service. Rates have skyrocketed and now they are asking for 3 night minimum stays on many occasions. This is the kind of rate structure one might expect from the 5 star hotels within spitting distance of The Talbott, but not this less-than-maintained lodging. I, personally, am shopping for a new home away from home.
",16 23 217
truthful,affinia,negative,Web,"I'd been searching for a cool, non-chain hotel for a weekend getaway with my boyfriend. I thought I'd found a winner in the Affinia... SOO disappointed!! In spite of the fact that our reservation was for two adults, we arrived to find our room had a DOUBLE bed. What?! I was floored, but after a delayed flight and a 2 hour cab ride, was too tired to make a fuss. We were hungry after all the delays and planned on attending an event that night, so we called for room service hoping to keep it simple. I was told that room service would call ME back to take my order...and nothing happened. I didn't want to be late to our event so we ended up going to the restaurant downstairs. Nothing special; entree, dessert and NAB for two still came out to $*...I am no hayseed, I'm WELL aware that everything costs more in Chicago, but this just wasn't worth it. Our room was by the elevator w/ parking garage view...the bathroom was tiny, shower curtain was stained, funky toilet seat/lid, and the vanity featured that 'rude awakening' lighting normally found in low-rent dressing rooms, i.e., 'Holy crap, have I looked that bad this whole time?!' If you're a traveler who likes using the in-room coffeemaker, they charge for their chintzy coffees (I don't use these, but... come on). Nice enough ambience in the upstairs bar, but weak drinks... That night, our bed was so tiny and uncomfortable that I almost asked to switch rooms. But the Marathon was that weekend; the hotel was so busy I didn't want to be a pest. I can't believe I was so impressed with this place online. Next time I'll happily pay more to stay someplace that's actually a treat.
",6 87 164
truthful,hardrock,negative,Web,"Our check-in was great, but then we got into our room. The carpet was drenched and stained near the bathroom because the shower (open concept) leaks water onto the floor since there are no doors on it. The mini bar was broken and put an extremely foul scent into the room. Our final hotel bill reflected 2 charges that were incorrect....1 for the mini bar which we did not utilize, and the second was an up charge for a bottle of wine ($69 instead of $50). When my husband went to the front desk to have it corrected, he was met with a very unfriendly and unapologetic employee. It was adjusted, but not without confrontation. There was another guest checking out when my husband was at the front desk who had the same 'mysterious' mini bar charge on her bill as well, and was trying to have it corrected. Overall, the location of the Hard Rock was nice but it will be the last time that we stay in one,
",13 69 174
truthful,hardrock,negative,Web,"Not worth the price. We almost stayed at a hotel for $110 a night, but instead choose the Hard Rock for $180 (a special). We were located on the 'newly renovated' Beatles floor. The carpets in the hallways looked like they needed to be replaced. Upon entering our room we found some cool Beatles artwork along with a 3x4 foot Marilyn Manson portrait. I think they were halfway done re theming the room. At checkout they tried to charge us $11 for using the mini-bar which we didn't even open. They removed the charge right away but I wonder if they try to get unsuspecting people with that charge. Nothing special here. If you want to pay a bunch extra for some light theming then this is the place for you.
",54 44 159
truthful,ambassador,negative,Web,"The Good - excellent location, neighborhood is pretty and quiet, close to shops, restaurants, the waterfront, close to train/subway station, etc The Bad - Very old decor, which isn't a big deal, but the tv was smaller than my PC monitor. We were supposed to have a king bed (anniversary trip) we were given two double beds and told we would be switched - that never happened. The shower/tub was stopped up so bad that after I showered my husband waited over one hour for the tub to drain before he could shower. Who wants to shower in someone else's dirty water even if it is your wife. The indifferent - room was a decent size, bed linens were okay, staff was mediocre to marginally rude
",8 26 222
truthful,ambassador,negative,Web,"We booked through a travel website. This hotel is currently undergoing major renovation and will be renamed in September. The public areas are still being renovated but the hallways and rooms are done. The hallway was so dimly lit, we couldn't see how to use the key card. The shock came when we entered the room. Whoever designed it obviously did not take function or a guest's comfort into consideration. The bed was a mere 15 inches off the ground - a mattress (rock hard) over a platform. The 'nigh stands' were shelves attached to the wall at around 12 inches height. The room was stark - all off-white, no color. No art work or any decoration at all. The full-length drapes completely blocked the air conditioning unit; if it were winter and the heat was on, I think this could be dangerous. There was a desk & chair but no clock/radio in the room; there was a wall mounted LCD tv with very poor channel selection. The bathroom was very small but clean. The problem with it was that the tub was almost 2 ft high and difficult to step in to. An older person could have never stayed in the room. Because of the renovation, there was no restaurant on-site. No vending or ice available on the floor either I can't see anyone ever becoming a repeat guest at this hotel. I would never stay there again.
",34 26 197
truthful,ambassador,negative,Web,"I've used Priceline for every trip I've made back to Chicago and I've been fortunate to have stayed in some excellent hotels downtown. This was my first and last stay at the Ambassador East. Its conveniently located near the Clark/Division stop on the El's red line. That is the best part of our experience. When we checked in we were charged additional for upgrading from a king bed to two queens. I've never had that issue at any other hotel I've stayed at. The room's decor was outdated and the TV was tiny. The hotel charges for usage of Internet. You could hear people in the hallway and when you're in the hallway you could easily hear people in the rooms. We weren't in Chicago to stay in the hotel however, for people that might want a romantic weekend this definitely isn't the place. ...read more
",18 161 77
truthful,talbott,negative,Web,"I selected the Talbott after 3 hrs comparing hotels online. We have had wonderful experiences with boutiques (Monaco, Allegro) and assumed this would be comparable. Good points: the lobby is beautiful, and one staff member took roses I bought for my wife and arranged them nicely. The many problems: When my wife called with a question on our arrival day, the agent could find no reservation -- 15 mins later she was transferred to another person who found the record instantly. When we arrived, the lobby was stuffed with students; nobody tried to manage the group, several of whom pushed ahead to the check-in desk. We left our bags and went out for 2 hrs so we could check in with less hassle. We finally were checked in, after waiting 15 mins while the confused desk clerk searched for rooms. When we got there, our room had not been made up from the last guest. When we complained, we were given an 'upgrade' to a room that was old and uninspired. Chairs are scuffed, closet shelves are bowed, the air conditioner is noisy, and a wall lamp is loose. The view is of a construction site. Movies-on-demand are dated. We expect this from a budget hotel, not one positioning itself as elegant and upscale. When we returned after an evening out, the card reader to open the main doors did not work. One staff member admonished us (really) for not using the reader, when in fact we had tried. This was embarrassing, as others were standing in the lobby. I tried to access the hotel's wifi network, but was only given a $9.95 upgrade option. I called the desk, and was told to 'click past it', which of course did nothing. It wasn't until 2 hrs later the complimentary access worked. We are pretty easygoing; we love good treatment and tip handsomely. If we had only 1or 2 problems, we wouldn't write. In fact, we would not have written except the hotel did not make things right. The president wrote a letter, and suggested others at the hotel would be in touch...nobody ever was.
",18 59 179
truthful,hardrock,negative,Web,"The Good LOCATION Views Decor Room Service Friendly Staff The Bad Shower curtain in replacement room was too short and leaked Bed was just Ok The Ugly Had to pack our bags again and change rooms after loud noises from the elevator kept us up. I am a heavy sleeper but even with my white noise app cranked on the hotel's iPod dock it was still loud enough to keep me up. Also our toilet leaked into a puddle by the shower. The staff did however provide a replacement room although not immediately. Also, they mentioned that they had AREADY been aware of the noise problem with that room from past customers.
",0 0 255
truthful,ambassador,negative,Web,"I can see how this place must have been gorgeous at one time but they really need a makeover. 1. There was a huge gaping hole in the carpet on the bedroom floor. I kid you not. How can they have guests in a room where the carpet looks like it had been mauled by a giant earthworm? 2. The furniture was severely chipped. Ok. I dont mind chipped furniture if I am slumming it in my just-out-of-college-sister's apartment. But for 170+ a night, I want a room that does not look like it was furnished with stuff retrieved from a dumpster drive 3. The receptionist while I was checking in was super curt. I know it was late but isnt that sort of your job? Not everything was horribly bad though. The one star is for the bathroom that was super clean. I do not recommend this place at all.
",21 36 199
truthful,talbott,negative,Web,"I am not much of a complainer, as you can see when reviewing my other posts on this site, but the Talbott provided such bad service that I feel the need to warn future travelers to Chicago: My girlfriend and I stayed at the Talbott for 2 nights in late July 2006. The first sign that something was wrong come during the initial booking of the room over the phone. The receptionist was outright rude, but took the reservation without a mistake. During our stay the hotel and restaurant staff was extraordinary incompetent, the waiters, the managers, nobody was friendly, nor tied to accommodate us. [------------------------] We and many others who stayed at the hotel attended a wedding reception close by and had arranged the hotel bar to remain open from 12-2 to have an after hour's party. The hotel manager had assured us that this was secured and done in the past upon such occasions. When we returned from the reception at 11:50pm the bar was closing and the night manager and hotel staff were very rude to me and my friends. 'Nobody told us, we can't do anything for you.' 'Are you sure that you arranged this?' Two quotes so typical for this hotel's staff that I know that I will never stay at this hotel again. I understand that mistakes are made and that communication can be difficult across different shifts in a hotel, but blaming the customer so being confused and failing to arrange what I know had been arranged for and was later confirmed by the day staff is too rude even for my taste.[-----]
",8 39 210
truthful,affinia,negative,Web,"Having stayed at the excellent Affinia chain in NY, I had very high expectations. When I saw the Trip Advisor rating, I immediately booked. What a huge disappointment: -- The quality Simmons pillow top mattress is covered with very cheap, foam pillows -- the kind they sell in the store for $4. You cannot sleep on these -- The windows are so thin, you can hear the buzzing from walk/don't walk sign on Superior below. -- The walls are so thin that when my neighbor smoked, I was awaken around midnight, my room engulfed in smoke odor. A call downstairs yielded no results -- There are nice furnishings but many are chipped showing bare wood; the desk chair was full of loose threads -- The water flow is very weak, but the towels are nice -- There are unpainted floorboards, the kind you find in Day's Inn -- They charge for internet service The tiny lobby has materials and pictures of what the hotel will eventually look like. The sign outside is also a banner. Having stayed all over the U.S., you are better off at Red Roof -- this is really an embarassment for the Affinia chain. Wait until they complete the renovations in 2008. I did supply this feedback at my checkout and the front desk apologized by shaking my hand. Good heart, but the problems are not fixable.
",0 51 204
truthful,ambassador,negative,Web,"I arrived here at about 8pm after a flight from California. I didn't know about the renovation when I made the reservations, but that didn't bother me very much. I was helped by a man at the front desk named Ben, who was friendly enough, but literally just handed me my room key and told me to have a nice stay. He gave me NO information about anything. I had no idea where breakfast was served, or even if there WAS breakfast. There was also an EXTREMELY unpleasant woman working behind the desk(she wasn't wearing a name tag but was African American, slim with short hair) who seemed to be actually radiating hostility. It made me very uncomfortable and needless to say, made me feel unwelcome. I actually felt like I was putting her out by staying in the hotel. I encountered her again the next morning when I had to go downstairs to ask a question and again tried to smile at her a bit, and again was met with utter disdain and rudeness. I also watched her interact with another guest and saw her act with the same rudeness and bad manners. No matter what may be going on in one's life, when you work in customer service you need to leave whatever is happening at the door and put on a smile. I was appalled by her demeanor. My room was alright, there was no clock which I found very odd. Since I came from a different time zone my computer and phone had 2 different times and I was constantly confused as to which one was correct, especially upon waking up in the morning. It would have been nice to have a clock. There was also no literature on local sites, maps, restaurant menus, or even anything with the hotel's name and address in the room. Also, the mattress was the absolute worst mattress I've ever slept on in my life. I woke up every morning with a sore back and neck. I've had better sleep on a hard, lumpy futon. It was absurd. Like another person posted, my tub did not drain either, and I was also shocked that there were no soda machines or ice machines to be found. Maybe they were around somewhere, but I wasn't made aware of it at check-in, and I didn't want to go downstairs and ask for fear of being treated like I was a burden to the employees. The hotel is in a good location and the rooms look nice upon first glance, but I absolutely would not stay here again. I've had more pleasant stays at a cheap chain hotel, which was a bummer because it was my first visit to Chicago and I had pretty high expectations.
",3 57 197
truthful,talbott,negative,Web,"If you asked me two years ago, I would have recommended the Talbott Hotel without hesitation to anyone who asked. Now, I have definitely changed my mind. While this hotel is located in a nice area of Chicago, surrounded by great restaurants, shops and affluent people, it has really begun to slowly downgrade. As noted by my reviews, I am incredibly serious about customer service. If you're in the hospitality industry, there is really no excuse for falling short in this category--- but alas, the Talbott really has. The door staff don't say a word, the desk people acknowledge you only when they are not doing a million other things (which they always are) and the staff have an air of snobbishness. Inexcusable since we, the customers, are paying to stay at their over-priced hotel. Perhaps the most annoying aspect of my latest stay was that I had to walk down 11 flights of stairs to get to the lobby of the hotel because I waited a solid 15 minutes for the elevator, which, when it arrived, was packed to the brim. I get that it's an old hotel, but it is incredibly annoying that they only have two elevators for the entire place and when one is down for construction, the other one overflows with people and I am forced to walk ELEVEN flights to simply get to my dinner reservation on time (which I didn't.) I will not continue giving this hotel my business and have other better recommendations to give to friends who plan on visiting.
",0 85 171
truthful,affinia,negative,Web,"I made reservations with the Chicago Fitzpatrick using their 800 number for two nights in June. I received no written confirmation with cancelation policy, etc. However, when I attempted to cancel my reservation the morning of my first night's reservation, I was told that they would charge me for one nights stay. They have a '3pm THE DAY BEFORE your first nights stay' policy. Even though the hotel was not sold out for the night they would not budge on the policy. This is not a common policy on Michigan Ave. I'd advise making your reservations someplace that offers more flexiblity for emergencies or sends a written confirmation with policy. It was a very expensive mistake on my part to book with this hotel!
",16 3 238
truthful,ambassador,negative,Web,"Stay Away! After generations as an old-world, cozy and stately, if a bit tired oasis, the AE has been purchased by Ian Schrager and taken down so many notches it's almost not functional. Allowing for the fact that the hotel is under renovation, the entrance is not handicapped accessible, and I saw several hotel guests with canes, casts, etc (including myself, recovering from foot surgery and in a cast, with a cane) struggling with the up and down outside stairs one has to navigate just to get into and out of the hotel. With luggage, it's almost impossible. This is simply inexcusable. I've been a customer of the Ambassador East for decades--but no more. The hallways are so dark one can barely see. The rooms are stark white, which in and of itself, isn't a particular problem, but it is jarring and almost painful as one's eyes adjust from the dark hallways. The furniture--stark and scant--looks like something from an Ikea closeout. The bed is comfortable--what a relief--but only about 15 inches off of the floor, a real problem if you're at all physically challenged, or even elderly and less flexible than you were in your salad days. The problems don't end there. My room had a horribly uncomfortable wire/metal desk chair, and absolutely nowhere else to sit. No arm chair, no demi-sofa, no ottoman. With a foot in a cast, it would have been nice to be able to sit comfortably, perhaps even with my leg elevated, while in the room. No way. The bathroom has absolutely nowhere to put any of your toiletries. Not a shelf, a small table, a nook, or a medicine cabinet. If you want to put a razor, shaving cream, makeup (for women) or anything else down so that you can use them, you're sh*t out of luck. Repeated requests for a small table or some sort of chair went unmet. A borrowed umbrella from the front desk was broken and unusable, something I didn't discover until caught in an expected downpour. I was tempted to throw it out, but remembered that they would charge me for it if I didn't return it, in spite of its total lack of usefulness. Refrigerator--forget it. Shampoo? For two days in a row, the housekeeper left several bottles of lotion, and no shampoo. Room service--not available. If you want breakfast, the front desk will sell you a small, pre-wrapped, commercial grade muffin for $4.00--something you can buy in any gas station for $1.00. No added value whatsoever. The photos show a nice entrance, and a large lobby for which the AE has long been famous. Unfortunately, that lobby is closed off, under construction, and the temporary lobby is on the second floor, difficult, again, for handicapped access. Thermos-bottled coffee and water for tea were stone cold, at 8 in the morning. When confronted with these various misses, the front desk staff repeatedly shrugged their shoulders and said, 'Yeah, we know, you're not the first to tell us this stuff.' All this shows is that Schrager doesn't even care to make an effort to make his guests comfortable, and that the staff is either too indifferent or too amateur to know the difference and even make an effort to get it right. It's one thing to get a good price on a hotel room when it's under renovation. It's another thing altogether to get screwed in the bargain, particularly after booking a non-refundable pre-paid reservation. Again, avoid this hotel like the plague.
",11 44 202
truthful,ambassador,negative,Web,"I have stayed at this location many times over the past few years and have enjoyed the neighborhood, cost and amenities. The hotel is currently under construction and while they claim to be open, you wouldn't know it. You need to take an elevator to get from the street the lobby and the rooms are bare lacking even an alarm clock. The beds are propped up on a modern bed stand but you might think that you are in a stale mental asylum and not a 'nicer historic hotel.' I will try them again once the construction is through but would recommend staying at any other hotel in the meantime. It was a very frustrating experience.
",0 102 153
truthful,talbott,negative,Web,"We reserved a room with a sleeper couch a few weeks before our stay. After checking in and unpacking, we discovered that the sleeper sofa had been removed (supposedly during renovation). The front desk clerk and bellman never mentioned that there was no sleeper sofa even though they saw all 4 of us check into the room. Colleen, one of the managers, was argumentative and did nothing to resolve the problem. We ended up having one of our children sleep on the couch and the other slept on an antiquated rollaway bed. We never spoke to the general manager who was conveniently 'absent from the hotel' during most of our stay. We stayed here on more than one occasion over the past decade and had never encountered such incompetence. We had to make several phone calls to receive a miserly discount and we never received an apology. The lack of training of the staff was clearly evident, as was the cavalier attitude of the management.
",21 6 230
truthful,hardrock,negative,Web,"This morning, I checked out and left behind one of the worst hotel experiences I've ever had: Hard Rock Hotel, Chicago. I am in disbelief that this hotel is part of the 'Preferred Hotels' group. Upon checking in, I was 'greeted' by a front desk staff that had better things to be doing and let it show. My room was poorly lit and dirty. The desk/desk chair was covered in sticky, dried soda pop (or something else?) which I had to clean myself so I could work. The 'sound system' was put to shame by my 10-year-old daughter's boombox. No one, rock star or otherwise, wants to reach more than an arm's length for toilet paper. Everything is possible. This includes hiring professional and courteous staff to answer customer calls that are directed to the 'everything is possible' line. Great marketing fails with no follow through. The in-room mini-bar policy ranks in my personal top-five most ridiculous business practices of all time. Do you charge Steven Tyler $7.81 for opening his in-room 'fridge? Looking back, I would have much preferred enjoying cocktails in my dirty room rather than the dirty, drafty, overpriced bar (with a horrendous wine list) With the exception of the fact that I was leaving, check-out was no better than checking in. I wasn't even asked about my stay! The young woman who provided me with a copy of my bill could not have been more unpleasant. I, for one, will not bring my business back to that location. Next time I'm in Chicago, I'm staying at the Hyatt. Rock on, TripStarr
",21 74 161
truthful,talbott,negative,Web,"I'm sitting in the hotel as I right this review and am not impressed with the room. The hotel is not modern in the least - it feels like you're staying in your grandmother's attic. Wallpaper is peeling off the wall, not well lit, very few outlets in the room -- especially convenient ones (none next to the bed or built into lamps), terrible views and loud construction noises woke me up at 7am. Even the location is off the beaten path - closest L stop is on the Red Line -- so not accessible via the loop stops on the blue line from the airport without transferring. Health club is not on site either. There are hundreds of other hotels I would stay in over this one.
",0 0 255
truthful,ambassador,negative,Web,"In my experience the Ambassador hotel didn't seem to be a 3 1/2 star establishment. The building and lobby were nice but the hotel room was extremely dated. The carpeting was very old and worn. The floor - carpeting and tile both seemed dirty which made me very uncomfortable. I would imagine that many years ago this was a very nice hotel. Currently, it's indespirate need of renovation.
",6 51 199
truthful,ambassador,negative,Web,"The hotel is just ok. Stayed there for 5 days when visiting friends. They had a renovation going so there was no lobby, bar or anything. Just a decently furnished room for 200 usd. The renovation was not annoying but i think they ahould charge... much less untill its done. You cant beat the location! Very convenient especially if u like chicqgo nightlife!
",29 204 23
truthful,ambassador,negative,Web,"When you're standing in a craptastic excuse for a shower buttnaked and cold with soap in your hair because the water from the shower head has gone from a weak spray to a dribble to nothing coming out at all, nothing in the world will ever convince you to stay here again. The worst part is that the hotel knows this is a problem (they told me that it happens to the upper floors, and I wasn't even staying on the highest floor!) as if that makes it ok. I can look past the 'rustic' decor of the room and take it for what it is - an inexpensive place to crash, but c'mon, a girl's gotta shower.
",0 8 248
truthful,hardrock,negative,Web,"Move beyond the rock theme and it's an average hotel with a good location. Room was unbearably hot and the controls on the wall did nothing. Thank goodness the window opened or we'd have been cooked alive. That of course let in all the noise from Michigan Ave. This combined with our neighbors door slamming against their thrown door lock every 30 seconds made for a lively setting. Room was stuffy too. Burn marks on carpet lead me to believe nasty smokers had occupied room on many occasions. Wife happy w/ Aveda in bath. Base bar was good with great service and well made drinks tho pricey.
",13 128 115
truthful,affinia,negative,Web,"The hotel itself was beautiful and wonderful staff but the bottom line for me was that it was impossible to sleep through the night because the noise of the ambulance sirens continued throughout the night. For THREE consecutive nights. There was simply inadequate soundproofing - even 14 floors above the street (OK - 13 floors as there is no 13th floor). I hesitate to write this review but I rely on Trip Advisor reviews when traveling, and had I been warned about the ambulance sirens, I would have chosen to stay elsewhere. If you are a sound sleeper and noise is not an issue then it is a lovely hotel and excellent value. Conveniently located. Wonderful staff. But quiet is a key priority for me so I would not stay here again. :(
",3 85 169
truthful,ambassador,negative,Web,"As a regular visitor to Chicago and a freuent guest at the Ambassador East, I was exceptionally disappointed during our last visit. Room service has been eliminated despite the renowned Pump Room being located in the hotel, there was no in-room directory, the carpet was torn and stained, no phone book, the refigerator and honor bar had been removed, and the room was so small I had to turn sideays to get past the bed and the armoire. I asked the desk clerk about larger rooms, and he said they were all the same except for corner rooms - which is untrue, as there are several larger room types. He didn't even offer to check availablity of other rooms! In talking with the consierge, she blamed everything on upcoming renovations - which the hotel has been promising for more than two years. All in all, a very disappointing, and expensive, experience.
",3 0 253
truthful,hardrock,negative,Web,"My wife and I just spent a long weekend at the Hardrock Chicago hotel, and although I am not one to normally write long email, I felt it necessary to bring some of the disappointing experiences from our recent syat (2/14 to 2/17) to your attention.Issues included: Our friends ordered chocolate covered strawberries to be delivered to our room upon arriving on 2/14 and we never got them. Our friends later (on 2/16) asked us if we had received the strawberries, and we responded no. They then brought this to the attention of the hotel and we were pleasantly surprised to have received a complimentary bottle of champagne. We were then disappointed again, upon checking out, however, when we were accidentally billed for the 'complimentary' champagne - which was later subtracted from our bill. The in-room DVD player didn't work. It was approximately 11 PM on 2/15 when we called the front desk for help with trouble-shooting the issue. The person responded friendly that 'Al, the engineer, will be calling you back shortly' to help. 10 minutes later there was a knock on the door, and it was Al. A great and friendly guy, but we were waiting for a call back, not the arrival of a service tech - keep in mind it was late and we were already in bed. When Al was not able to fix the DVD player, he graciously told us 'order a movie on us' - thru the in-house movie selection. The problem: that didn't work either. Again, Al was awesome, and called the service provider, but they weren't able to fix it until after midnight. Finally, after midnight Al called us back, but by then the 'movie watching' mood had sort of passed. I ended up watching the film 'Hitman' alone as my wife had already gone to sleep.The thermostat in our room didn't work, regardless of the temperature we set it to (set to 65 degrees - actual temperature = 76 degrees). We had so many other unresolved issues that we didn't feel it necessary to voice any more. ...read more
",16 74 166
truthful,hilton,negative,Web,"Going to the Internet Retailer 2010 at the last minute and this was the only hotel left available with shuttle services. First of all, from reading other reviews, now I know I got ripped @ $249 a night when Priceline folks are sniping these rooms for $79 (albiet, I got free wifi). The hotel is nice; but it can only get so nice for an oldie...no matter how much money you dump into it. Shower head was really low (I'm 6'1'), water pressure was low. It is in a decent part of town with a hype bar close by (check out reviews on Yelp!) For some off reason I ended up with two double beds (they asked me a few times if I was traveling alone). If traveling here: 1 - make sure you get a better deal than I did 2 - confirm your exact needs with reservation over the phone and in person 3 - Don't have super high hopes My room was neither up to par as a business class (although the 22nd floor is called the executive floor) nor was it a good fit for the romantic couple...it wasnt even spacious enough for those last minute get awayers (sp?) trying to save money.
",11 77 169
truthful,hilton,negative,Web,"I stayed at the Chicago Hilton because it was host to a conference I was attending. Before I arrived I tried to find out about the 'In Room Fitness' program advertised on the corporate website. I called the 800 reservation number and the client service representative answered that the hotel did have a fitness center. I explained that I was inquiring about the 'In Room Fitness' advertised on their website. She put me on hold and came back a few minutes later and told me that there was no such thing and that I should call the property directly. I did and got the same response. I asked if they could reserve a treadmill for my room. Again, this was a problem. When I arrived at the hotel, no treadmill was available. When I went to tour the fitness room the first night I found that they close at 9pm. When I returned to the center the next day I discovered that they charge $13 per day to use the fitness equipment. The pool, track and locker room are free, but to use the treadmills, etc. you have to pay $13 per day. This charge is not noted anywhere -- not on the website, not in any of the guest service materials in the room. The food for the conference was mediocre, but the one room service meal I had was pretty good. During one of the conference lunch sessions the wait staff made so much noise we couldn't hear the speaker. The HVAC didn't work well in my room and I kept the windows open for most of my three night stay. The beds were comfortable with very nice linens. I tried to get a late checkout, which was offered on a card in my room. The woman who answered the phone would only give me an hour, not the 11-2pm range advertised in my room. The best service I received was from the folks in the Security office. The hotel does not have safes in guest rooms, so I became very friendly with Security office as I locked up my laptop between conference sessions and every other time I couldn't carry it out of the hotel. I visit Chicago at least once a year for personal travel and will continue to stay at the Marriott properties. Only wish I had done so for this visit.
",13 146 97
truthful,james,negative,Web,"I just returned from a 2 night stay at the hotel. I had requested a high floor, quiet room. Neither request was honored. The windows are not well insulated, because the traffic, car horns and sirens continued all night long. On the first night two drunk parties woke us up in the hallway. The safe in our room did not work. Someone had locked it before our arrival. One of the pictures under the tv had been removed, leaving a screw sticking out of the wall. The lights are so dim, that is next to impossible to read. A small alcove with a stained bench had a 'reading light' that was about 50 watts. Our room key cards didn't work, so we returned to the lobby where they recoded them. Upon returning to our room, they didn't work again and we stood there trying over and over again until finally we succeeded with no help from the staff. The bathroom is small and has no fan, so the steam covers the mirrors, and unless you leave the bathroom door open, it does not clear. On Friday night one small cookie was left in our room. What about a second guest. Are we supposed to split a 2 inch diameter cookie???!!!! On Sunday the phone rang with a 7 am wakeup call. We had not requested to be woken up!!!! The concierge did not know the way to get to O'Hare by train, and gave us a longer route than was necessary. I have stayed in much better hotels in Chicago...quieter and more spacious, more elegant and worth the money. This is definitely not worth $400 a month. (By the way, I live in Washington, DC and am used to city noise. This was unacceptable!)
",21 31 204
